#{"t_start": 1743512949.6936781, "env_id": "None"}
r,l,t
10.0,1,172.172325
10.0,1,172.172776
10.0,1,172.173216
10.0,1,172.176561
10.0,1,172.177426
10.0,1,172.177955
10.0,1,172.179514
10.0,1,172.184533
10.0,1,172.185038
10.0,1,172.186628
10.0,1,172.187186
10.0,1,172.189862
10.0,1,172.190381
10.0,1,172.190836
10.0,1,172.191799
10.0,1,172.198947
10.0,1,172.199966
10.0,1,172.200662
10.0,1,172.201591
10.0,1,172.205504
10.0,1,172.206027
10.0,1,172.206488
10.0,1,172.206943
10.0,1,172.210396
10.0,1,172.213345
10.0,1,172.213936
10.0,1,172.214404
10.0,1,172.218161
10.0,1,172.218708
10.0,1,172.220201
10.0,1,172.220754
10.0,1,172.223408
10.0,1,172.223898
10.0,1,172.22435
10.0,1,172.224789
10.0,1,172.230823
10.0,1,172.231511
10.0,1,172.232148
10.0,1,172.233074
10.0,1,172.237439
10.0,1,172.23799
10.0,1,172.238468
10.0,1,172.238985
10.0,1,172.242265
10.0,1,172.242784
10.0,1,172.243257
10.0,1,172.243695
10.0,1,172.249456
10.0,1,172.25001
10.0,1,172.251956
10.0,1,172.252604
10.0,1,172.255373
10.0,1,172.255889
10.0,1,172.256364
10.0,1,172.256801
10.0,1,172.260407
10.0,1,172.26094
10.0,1,172.261406
10.0,1,172.263144
10.0,1,172.269015
10.0,1,172.269641
10.0,1,172.270096
10.0,1,172.270548
10.0,1,172.273807
10.0,1,172.274313
10.0,1,172.274761
10.0,1,172.275286
10.0,1,172.280455
10.0,1,172.281139
10.0,1,172.282644
10.0,1,172.283151
10.0,1,172.286444
10.0,1,172.287353
10.0,1,172.288322
10.0,1,172.288853
10.0,1,172.291461
10.0,1,172.291962
10.0,1,172.29241
10.0,1,172.292856
10.0,1,172.300795
10.0,1,172.301773
10.0,1,172.302357
10.0,1,172.302912
10.0,1,172.306083
10.0,1,172.306609
10.0,1,172.307078
10.0,1,172.307538
10.0,1,172.310028
10.0,1,172.310513
10.0,1,172.314853
10.0,1,172.315426
10.0,1,172.319804
10.0,1,172.320333
10.0,1,172.32084
10.0,1,172.32131
10.0,1,172.323922
10.0,1,172.324602
10.0,1,172.325235
10.0,1,172.325693
10.0,1,172.331286
10.0,1,172.331935
10.0,1,172.332595
10.0,1,172.333985
10.0,1,172.33738
10.0,1,172.33793
10.0,1,172.33841
10.0,1,172.33918
10.0,1,172.341917
10.0,1,172.342434
10.0,1,172.344344
10.0,1,172.345953
10.0,1,172.350535
10.0,1,172.35167
10.0,1,172.352246
10.0,1,172.352778
10.0,1,172.355907
10.0,1,172.356439
10.0,1,172.356881
10.0,1,172.357329
10.0,1,172.360734
10.0,1,172.36239
10.0,1,172.364504
10.0,1,172.36514
10.0,1,172.369117
10.0,1,172.369644
10.0,1,172.370106
10.0,1,172.370977
10.0,1,172.37364
10.0,1,172.374151
10.0,1,172.375537
10.0,1,172.376019
10.0,1,172.379549
10.0,1,172.381012
10.0,1,172.382033
10.0,1,172.382849
10.0,1,172.386629
10.0,1,172.387461
10.0,1,172.388312
10.0,1,172.388801
10.0,1,172.392394
10.0,1,172.392909
10.0,1,172.393381
10.0,1,172.393946
10.0,1,172.399533
10.0,1,172.400105
10.0,1,172.400731
10.0,1,172.40163
10.0,1,172.405041
10.0,1,172.40557
10.0,1,172.407038
10.0,1,172.407534
10.0,1,172.410135
10.0,1,172.410641
10.0,1,172.411086
10.0,1,172.411527
10.0,1,172.417774
10.0,1,172.41856
10.0,1,172.419054
10.0,1,172.419633
10.0,1,172.42373
10.0,1,172.424262
10.0,1,172.424709
10.0,1,172.425161
10.0,1,172.43175
10.0,1,172.432302
10.0,1,172.432877
10.0,1,172.433659
10.0,1,172.437413
10.0,1,172.437953
10.0,1,172.43935
10.0,1,172.439834
10.0,1,172.442468
10.0,1,172.442963
10.0,1,172.443409
10.0,1,172.443852
10.0,1,172.449545
10.0,1,172.450277
10.0,1,172.451229
10.0,1,172.451842
10.0,1,172.456036
10.0,1,172.45656
10.0,1,172.457003
10.0,1,172.457446
10.0,1,172.460584
10.0,1,172.463867
10.0,1,172.464423
10.0,1,172.46489
10.0,1,172.468801
10.0,1,172.469336
10.0,1,172.470922
10.0,1,172.471509
10.0,1,172.474188
10.0,1,172.474677
10.0,1,172.475118
10.0,1,172.475556
10.0,1,172.481031
10.0,1,172.481545
10.0,1,172.481992
10.0,1,172.482536
10.0,1,172.487469
10.0,1,172.488003
10.0,1,172.488475
10.0,1,172.488984
10.0,1,172.49208
10.0,1,172.492577
10.0,1,172.49302
10.0,1,172.493463
10.0,1,172.502632
10.0,1,172.503195
10.0,1,172.50475
10.0,1,172.505258
10.0,1,172.507913
10.0,1,172.508422
10.0,1,172.508979
10.0,1,172.509443
10.0,1,172.515301
10.0,1,172.515931
10.0,1,172.517441
10.0,1,172.518387
10.0,1,172.522346
10.0,1,172.522872
10.0,1,172.52334
10.0,1,172.523778
10.0,1,172.5274
10.0,1,172.527937
10.0,1,172.52869
10.0,1,172.529951
10.0,1,172.534017
10.0,1,172.534999
10.0,1,172.536568
10.0,1,172.537084
10.0,1,172.539899
10.0,1,172.540417
10.0,1,172.540974
10.0,1,172.541857
10.0,1,172.545463
10.0,1,172.54589
10.0,1,172.54694
10.0,1,172.548703
10.0,1,172.553394
10.0,1,172.553931
10.0,1,172.554438
10.0,1,172.554877
10.0,1,172.558125
10.0,1,172.55865
10.0,1,172.559093
10.0,1,172.559886
10.0,1,172.56605
10.0,1,172.566721
10.0,1,172.568851
10.0,1,172.569484
10.0,1,172.572281
10.0,1,172.572802
10.0,1,172.573276
10.0,1,172.574616
10.0,1,172.577227
10.0,1,172.58106
10.0,1,172.581604
10.0,1,172.582071
10.0,1,172.586458
10.0,1,172.586983
10.0,1,172.588236
10.0,1,172.588739
10.0,1,172.591501
10.0,1,172.592014
10.0,1,172.592481
10.0,1,172.59292
10.0,1,172.598263
10.0,1,172.598794
10.0,1,172.600596
10.0,1,172.601604
10.0,1,172.604961
10.0,1,172.605491
10.0,1,172.606341
10.0,1,172.606929
10.0,1,172.609676
10.0,1,172.610178
10.0,1,172.610656
10.0,1,172.614688
10.0,1,172.619335
10.0,1,172.619863
10.0,1,172.620341
10.0,1,172.62148
10.0,1,172.62415
10.0,1,172.624657
10.0,1,172.6251
10.0,1,172.62554
10.0,1,172.632091
10.0,1,172.632731
10.0,1,172.634403
10.0,1,172.635255
10.0,1,172.639235
10.0,1,172.639834
10.0,1,172.640761
10.0,1,172.641251
10.0,1,172.644044
10.0,1,172.644561
10.0,1,172.645007
10.0,1,172.64831
10.0,1,172.653383
10.0,1,172.653959
10.0,1,172.654457
10.0,1,172.654916
10.0,1,172.658181
10.0,1,172.658708
10.0,1,172.659172
10.0,1,172.659629
10.0,1,172.665864
10.0,1,172.66648
10.0,1,172.668552
10.0,1,172.669163
10.0,1,172.671898
10.0,1,172.672416
10.0,1,172.672858
10.0,1,172.673297
10.0,1,172.676658
10.0,1,172.677199
10.0,1,172.677698
10.0,1,172.678141
10.0,1,172.684987
10.0,1,172.685543
10.0,1,172.686592
10.0,1,172.687199
10.0,1,172.690004
10.0,1,172.690524
10.0,1,172.690968
10.0,1,172.691428
10.0,1,172.694644
10.0,1,172.69676
10.0,1,172.698898
10.0,1,172.699507
10.0,1,172.703219
10.0,1,172.703781
10.0,1,172.704805
10.0,1,172.705303
10.0,1,172.708006
10.0,1,172.708517
10.0,1,172.70896
10.0,1,172.709429
10.0,1,172.716919
10.0,1,172.717756
10.0,1,172.71848
10.0,1,172.71871
10.0,1,172.721672
10.0,1,172.722468
10.0,1,172.722952
10.0,1,172.723395
10.0,1,172.726047
10.0,1,172.726658
10.0,1,172.729225
10.0,1,172.730612
10.0,1,172.734849
10.0,1,172.73545
10.0,1,172.735996
10.0,1,172.736465
10.0,1,172.739607
10.0,1,172.740157
10.0,1,172.740617
10.0,1,172.741063
10.0,1,172.744652
10.0,1,172.746215
10.0,1,172.748173
10.0,1,172.748742
10.0,1,172.75253
10.0,1,172.753065
10.0,1,172.753531
10.0,1,172.754417
10.0,1,172.756891
10.0,1,172.757433
10.0,1,172.758759
10.0,1,172.759244
10.0,1,172.764806
10.0,1,172.765406
10.0,1,172.766009
10.0,1,172.766624
10.0,1,172.770134
10.0,1,172.771084
10.0,1,172.771601
10.0,1,172.772053
10.0,1,172.77549
10.0,1,172.776001
10.0,1,172.776453
10.0,1,172.776874
10.0,1,172.782495
10.0,1,172.783054
10.0,1,172.783539
10.0,1,172.784013
10.0,1,172.788123
10.0,1,172.788665
10.0,1,172.790011
10.0,1,172.790485
10.0,1,172.793033
10.0,1,172.793538
10.0,1,172.793981
10.0,1,172.794425
10.0,1,172.800905
10.0,1,172.80184
10.0,1,172.802482
10.0,1,172.803001
10.0,1,172.807232
10.0,1,172.807731
10.0,1,172.808175
10.0,1,172.808655
10.0,1,172.814915
10.0,1,172.815456
10.0,1,172.816044
10.0,1,172.817143
10.0,1,172.820557
10.0,1,172.821097
10.0,1,172.822509
10.0,1,172.822998
10.0,1,172.825533
10.0,1,172.826738
10.0,1,172.827904
10.0,1,172.829907
10.0,1,172.833624
10.0,1,172.834303
10.0,1,172.835131
10.0,1,172.83572
10.0,1,172.839935
10.0,1,172.840442
10.0,1,172.840887
10.0,1,172.841321
10.0,1,172.846029
10.0,1,172.847536
10.0,1,172.848196
10.0,1,172.848738
10.0,1,172.853031
10.0,1,172.853554
10.0,1,172.855158
10.0,1,172.855659
10.0,1,172.85836
10.0,1,172.858864
10.0,1,172.859337
10.0,1,172.859774
10.0,1,172.865254
10.0,1,172.865977
10.0,1,172.866531
10.0,1,172.8672
10.0,1,172.87186
10.0,1,172.872388
10.0,1,172.872832
10.0,1,172.873281
10.0,1,172.87701
10.0,1,172.877566
10.0,1,172.87802
10.0,1,172.878805
10.0,1,172.883639
10.0,1,172.884687
10.0,1,172.886206
10.0,1,172.886687
10.0,1,172.889374
10.0,1,172.889875
10.0,1,172.890318
10.0,1,172.890756
10.0,1,172.894438
10.0,1,172.89549
10.0,1,172.896669
10.0,1,172.898017
10.0,1,172.902755
10.0,1,172.903266
10.0,1,172.903713
10.0,1,172.904726
10.0,1,172.90757
10.0,1,172.908068
10.0,1,172.908515
10.0,1,172.908937
10.0,1,172.914838
10.0,1,172.915387
10.0,1,172.916851
10.0,1,172.917377
10.0,1,172.920626
10.0,1,172.921212
10.0,1,172.921666
10.0,1,172.922108
10.0,1,172.925306
10.0,1,172.925979
10.0,1,172.926731
10.0,1,172.927236
10.0,1,172.933874
10.0,1,172.935293
10.0,1,172.935912
10.0,1,172.936397
10.0,1,172.939153
10.0,1,172.939666
10.0,1,172.940114
10.0,1,172.940554
10.0,1,172.943378
10.0,1,172.94386
10.0,1,172.948018
10.0,1,172.948576
10.0,1,172.951816
10.0,1,172.953066
10.0,1,172.953615
10.0,1,172.954128
10.0,1,172.956757
10.0,1,172.957248
10.0,1,172.957693
10.0,1,172.95824
10.0,1,172.964636
10.0,1,172.965155
10.0,1,172.966026
10.0,1,172.967053
10.0,1,172.97053
10.0,1,172.971161
10.0,1,172.97164
10.0,1,172.972182
10.0,1,172.975026
10.0,1,172.97555
10.0,1,172.976915
10.0,1,172.977397
10.0,1,172.983571
-3.0,1,172.983871
10.0,1,172.984514
10.0,1,172.985235
10.0,1,172.988081
10.0,1,172.988597
10.0,1,172.989411
10.0,1,172.989909
10.0,1,172.993377
10.0,1,172.994015
10.0,1,172.997261
10.0,1,172.997886
10.0,1,173.000863
10.0,1,173.001767
10.0,1,173.002348
10.0,1,173.003222
10.0,1,173.00615
10.0,1,173.006666
10.0,1,173.008011
10.0,1,173.008478
10.0,1,173.011021
10.0,1,173.011525
10.0,1,173.01347
10.0,1,173.015193
10.0,1,173.018952
10.0,1,173.019558
10.0,1,173.020028
10.0,1,173.020756
10.0,1,173.024571
10.0,1,173.025066
10.0,1,173.025512
10.0,1,173.025933
10.0,1,173.031544
10.0,1,173.032085
10.0,1,173.032641
10.0,1,173.033154
10.0,1,173.037035
10.0,1,173.037623
10.0,1,173.039031
10.0,1,173.039503
10.0,1,173.042096
10.0,1,173.0426
10.0,1,173.043043
10.0,1,173.043485
10.0,1,173.049098
10.0,1,173.049629
10.0,1,173.050093
10.0,1,173.050564
10.0,1,173.055148
10.0,1,173.055672
10.0,1,173.056114
10.0,1,173.056554
10.0,1,173.060247
10.0,1,173.060762
10.0,1,173.06121
10.0,1,173.061647
10.0,1,173.067025
10.0,1,173.067855
10.0,1,173.069649
10.0,1,173.070137
10.0,1,173.072818
10.0,1,173.073311
10.0,1,173.07376
10.0,1,173.074708
10.0,1,173.077897
10.0,1,173.078668
10.0,1,173.080049
10.0,1,173.081764
10.0,1,173.086359
10.0,1,173.086866
10.0,1,173.087412
10.0,1,173.08788
10.0,1,173.091125
10.0,1,173.091637
10.0,1,173.092078
10.0,1,173.092516
10.0,1,173.09841
10.0,1,173.099067
10.0,1,173.100982
10.0,1,173.101787
10.0,1,173.105163
10.0,1,173.10567
10.0,1,173.106302
10.0,1,173.106765
10.0,1,173.109326
10.0,1,173.1098
10.0,1,173.110268
10.0,1,173.111338
10.0,1,173.11864
10.0,1,173.119316
10.0,1,173.119795
10.0,1,173.120265
10.0,1,173.123011
10.0,1,173.123548
10.0,1,173.124331
10.0,1,173.124917
10.0,1,173.127466
10.0,1,173.127987
10.0,1,173.132583
10.0,1,173.133128
10.0,1,173.136628
10.0,1,173.137237
10.0,1,173.138297
10.0,1,173.138763
10.0,1,173.141515
10.0,1,173.142018
10.0,1,173.142549
10.0,1,173.143122
10.0,1,173.149187
10.0,1,173.152037
10.0,1,173.171847
10.0,1,173.172552
10.0,1,173.182713
10.0,1,173.183393
10.0,1,173.18412
10.0,1,173.185099
10.0,1,173.188451
10.0,1,173.188971
10.0,1,173.190477
10.0,1,173.190963
10.0,1,173.19355
10.0,1,173.194052
10.0,1,173.194516
10.0,1,173.198799
10.0,1,173.205289
10.0,1,173.205825
10.0,1,173.206286
10.0,1,173.206773
10.0,1,173.210339
10.0,1,173.213518
10.0,1,173.214399
10.0,1,173.214919
10.0,1,173.218576
10.0,1,173.21933
10.0,1,173.220091
10.0,1,173.220708
10.0,1,173.223899
10.0,1,173.22441
10.0,1,173.226041
10.0,1,173.22679
10.0,1,173.231943
10.0,1,173.232624
10.0,1,173.233125
10.0,1,173.233611
10.0,1,173.236801
10.0,1,173.237799
10.0,1,173.23835
10.0,1,173.238816
10.0,1,173.242337
10.0,1,173.242831
10.0,1,173.243286
10.0,1,173.243703
10.0,1,173.249913
10.0,1,173.250676
10.0,1,173.251483
10.0,1,173.251984
10.0,1,173.255328
10.0,1,173.255849
10.0,1,173.257325
10.0,1,173.257804
10.0,1,173.260515
10.0,1,173.262902
10.0,1,173.264433
10.0,1,173.264979
10.0,1,173.268703
10.0,1,173.269323
10.0,1,173.269781
10.0,1,173.270589
10.0,1,173.274215
10.0,1,173.274716
10.0,1,173.275208
10.0,1,173.275647
10.0,1,173.282241
10.0,1,173.282877
10.0,1,173.283565
10.0,1,173.284317
10.0,1,173.288046
10.0,1,173.288572
10.0,1,173.289966
10.0,1,173.290435
10.0,1,173.293359
10.0,1,173.2939
10.0,1,173.294371
10.0,1,173.294794
10.0,1,173.301943
10.0,1,173.30262
10.0,1,173.303091
10.0,1,173.303536
10.0,1,173.307572
10.0,1,173.308072
10.0,1,173.308522
10.0,1,173.308945
10.0,1,173.314659
10.0,1,173.315276
10.0,1,173.315864
10.0,1,173.316411
10.0,1,173.320493
10.0,1,173.321054
10.0,1,173.32255
10.0,1,173.323032
10.0,1,173.325613
10.0,1,173.326099
10.0,1,173.326543
10.0,1,173.32735
10.0,1,173.333332
10.0,1,173.334725
10.0,1,173.335359
10.0,1,173.335944
10.0,1,173.339643
10.0,1,173.340149
10.0,1,173.340599
10.0,1,173.341037
10.0,1,173.344382
10.0,1,173.347538
10.0,1,173.34813
10.0,1,173.348651
10.0,1,173.352477
10.0,1,173.353005
10.0,1,173.354744
10.0,1,173.355266
10.0,1,173.357874
10.0,1,173.358504
10.0,1,173.35899
10.0,1,173.359443
10.0,1,173.365279
10.0,1,173.365974
10.0,1,173.367058
10.0,1,173.367983
10.0,1,173.372013
10.0,1,173.372539
10.0,1,173.372986
10.0,1,173.373424
10.0,1,173.376917
10.0,1,173.377483
10.0,1,173.37793
10.0,1,173.378407
10.0,1,173.383921
10.0,1,173.384854
10.0,1,173.386448
10.0,1,173.386957
10.0,1,173.389708
10.0,1,173.3902
10.0,1,173.390641
10.0,1,173.391062
10.0,1,173.396605
10.0,1,173.396919
10.0,1,173.397447
10.0,1,173.398283
10.0,1,173.402738
10.0,1,173.403268
10.0,1,173.403708
10.0,1,173.404279
10.0,1,173.407471
10.0,1,173.40799
10.0,1,173.408459
10.0,1,173.408902
10.0,1,173.411374
10.0,1,173.414753
10.0,1,173.416582
10.0,1,173.417261
10.0,1,173.420691
10.0,1,173.421251
10.0,1,173.421699
-3.0,1,173.421912
10.0,1,173.425224
10.0,1,173.425743
10.0,1,173.426188
10.0,1,173.426651
10.0,1,173.433054
10.0,1,173.433732
10.0,1,173.434703
10.0,1,173.435268
10.0,1,173.43876
10.0,1,173.439299
10.0,1,173.439744
10.0,1,173.44018
10.0,1,173.443322
10.0,1,173.44385
10.0,1,173.447554
10.0,1,173.44808
10.0,1,173.452505
10.0,1,173.453052
10.0,1,173.45351
10.0,1,173.454101
10.0,1,173.457086
10.0,1,173.457592
10.0,1,173.458027
10.0,1,173.458451
10.0,1,173.465403
10.0,1,173.466211
10.0,1,173.466956
10.0,1,173.467701
10.0,1,173.471298
10.0,1,173.471817
10.0,1,173.472352
10.0,1,173.472828
10.0,1,173.475387
10.0,1,173.475876
10.0,1,173.477451
10.0,1,173.47799
10.0,1,173.484495
10.0,1,173.485281
10.0,1,173.485825
10.0,1,173.48628
10.0,1,173.488961
10.0,1,173.490036
10.0,1,173.490556
10.0,1,173.491005
10.0,1,173.494407
10.0,1,173.494905
10.0,1,173.497464
10.0,1,173.498635
10.0,1,173.504968
10.0,1,173.5055
10.0,1,173.505962
10.0,1,173.506419
10.0,1,173.509077
10.0,1,173.509581
10.0,1,173.511247
10.0,1,173.51295
10.0,1,173.518105
10.0,1,173.518689
10.0,1,173.51927
10.0,1,173.519738
10.0,1,173.522956
10.0,1,173.523491
10.0,1,173.523954
10.0,1,173.524417
10.0,1,173.528367
10.0,1,173.531823
10.0,1,173.532468
10.0,1,173.532983
10.0,1,173.536656
10.0,1,173.537593
10.0,1,173.538151
10.0,1,173.538608
10.0,1,173.541175
10.0,1,173.541671
10.0,1,173.54304
10.0,1,173.543513
10.0,1,173.549392
10.0,1,173.550096
10.0,1,173.550747
10.0,1,173.551612
10.0,1,173.554987
10.0,1,173.555519
10.0,1,173.555965
10.0,1,173.556404
10.0,1,173.559873
10.0,1,173.560433
10.0,1,173.560926
10.0,1,173.561442
10.0,1,173.569422
10.0,1,173.570292
10.0,1,173.571046
10.0,1,173.571564
10.0,1,173.574264
10.0,1,173.57477
10.0,1,173.576167
10.0,1,173.576668
10.0,1,173.583287
10.0,1,173.583916
10.0,1,173.584961
10.0,1,173.585496
10.0,1,173.588732
10.0,1,173.589261
10.0,1,173.589724
10.0,1,173.590182
10.0,1,173.593727
10.0,1,173.594265
10.0,1,173.597323
10.0,1,173.598222
10.0,1,173.602063
10.0,1,173.603
10.0,1,173.603552
10.0,1,173.60428
10.0,1,173.606959
10.0,1,173.607471
10.0,1,173.609032
10.0,1,173.609663
10.0,1,173.615393
10.0,1,173.61602
10.0,1,173.616541
10.0,1,173.61713
10.0,1,173.620357
10.0,1,173.621421
10.0,1,173.621934
10.0,1,173.622394
10.0,1,173.625869
10.0,1,173.626458
10.0,1,173.62704
10.0,1,173.62756
10.0,1,173.633844
10.0,1,173.635391
10.0,1,173.636093
10.0,1,173.636336
10.0,1,173.639075
10.0,1,173.639591
10.0,1,173.640909
10.0,1,173.641377
10.0,1,173.643853
10.0,1,173.644347
10.0,1,173.644773
10.0,1,173.647062
10.0,1,173.651824
10.0,1,173.652366
10.0,1,173.652906
10.0,1,173.653431
10.0,1,173.657302
10.0,1,173.657801
10.0,1,173.658256
10.0,1,173.658678
10.0,1,173.662673
10.0,1,173.664085
10.0,1,173.664723
10.0,1,173.665192
10.0,1,173.669219
10.0,1,173.669744
10.0,1,173.671277
10.0,1,173.671517
10.0,1,173.674034
10.0,1,173.674541
10.0,1,173.67511
10.0,1,173.675546
10.0,1,173.681285
10.0,1,173.681801
10.0,1,173.682329
10.0,1,173.682835
10.0,1,173.688047
-3.0,1,173.688339
10.0,1,173.68879
10.0,1,173.689242
10.0,1,173.692318
10.0,1,173.692968
10.0,1,173.693647
10.0,1,173.694306
10.0,1,173.699987
10.0,1,173.700779
10.0,1,173.702835
10.0,1,173.703355
10.0,1,173.705963
10.0,1,173.706464
10.0,1,173.706939
10.0,1,173.707906
10.0,1,173.710748
10.0,1,173.71126
10.0,1,173.711698
10.0,1,173.715317
10.0,1,173.71992
10.0,1,173.72048
10.0,1,173.720984
10.0,1,173.721429
10.0,1,173.724575
10.0,1,173.72508
10.0,1,173.725528
10.0,1,173.725955
10.0,1,173.731635
10.0,1,173.732284
10.0,1,173.733718
10.0,1,173.73433
10.0,1,173.737544
10.0,1,173.738061
10.0,1,173.738517
10.0,1,173.738945
10.0,1,173.742097
10.0,1,173.742598
10.0,1,173.743027
5.0,1,173.743234
10.0,1,173.751177
-3.0,1,173.751589
10.0,1,173.752095
10.0,1,173.75266
10.0,1,173.755695
10.0,1,173.756226
-3.0,1,173.756446
10.0,1,173.756882
10.0,1,173.759658
10.0,1,173.760374
10.0,1,173.764408
10.0,1,173.764952
10.0,1,173.769381
10.0,1,173.769938
10.0,1,173.770535
10.0,1,173.771027
10.0,1,173.773536
10.0,1,173.773793
10.0,1,173.774233
10.0,1,173.774891
10.0,1,173.784824
10.0,1,173.785499
10.0,1,173.786122
10.0,1,173.786603
10.0,1,173.790342
10.0,1,173.790858
10.0,1,173.79133
10.0,1,173.791776
10.0,1,173.797602
10.0,1,173.798143
10.0,1,173.799787
10.0,1,173.800453
10.0,1,173.803896
10.0,1,173.80508
10.0,1,173.805563
10.0,1,173.806119
10.0,1,173.808739
10.0,1,173.809228
10.0,1,173.809671
10.0,1,173.810199
10.0,1,173.816957
10.0,1,173.818731
10.0,1,173.819396
10.0,1,173.819889
10.0,1,173.822605
10.0,1,173.823116
10.0,1,173.823579
10.0,1,173.824462
10.0,1,173.827423
10.0,1,173.828083
10.0,1,173.831751
10.0,1,173.832382
10.0,1,173.836457
10.0,1,173.837056
10.0,1,173.837634
10.0,1,173.838111
10.0,1,173.840714
10.0,1,173.841202
10.0,1,173.841708
10.0,1,173.842452
10.0,1,173.848617
10.0,1,173.849885
10.0,1,173.850539
10.0,1,173.851523
10.0,1,173.854487
10.0,1,173.855112
10.0,1,173.85596
10.0,1,173.856477
10.0,1,173.859213
10.0,1,173.85982
10.0,1,173.861184
10.0,1,173.861658
10.0,1,173.867759
10.0,1,173.868647
10.0,1,173.869146
10.0,1,173.86973
10.0,1,173.872801
10.0,1,173.873339
10.0,1,173.873786
10.0,1,173.874236
10.0,1,173.878033
10.0,1,173.881289
10.0,1,173.881916
10.0,1,173.882541
10.0,1,173.886185
10.0,1,173.886699
10.0,1,173.887543
10.0,1,173.888092
10.0,1,173.890727
10.0,1,173.891256
10.0,1,173.892824
10.0,1,173.89339
10.0,1,174.020916
10.0,1,174.021687
10.0,1,174.022294
10.0,1,174.047585
10.0,1,174.050715
10.0,1,174.051234
10.0,1,174.051697
10.0,1,174.052173
10.0,1,174.055733
10.0,1,174.056245
10.0,1,174.056709
10.0,1,174.057176
10.0,1,174.064745
10.0,1,174.065289
10.0,1,174.065754
10.0,1,174.066209
10.0,1,174.070008
10.0,1,174.07057
10.0,1,174.072058
10.0,1,174.072553
10.0,1,174.075203
10.0,1,174.07578
10.0,1,174.076252
10.0,1,174.076691
10.0,1,174.082641
10.0,1,174.083355
10.0,1,174.084848
10.0,1,174.085439
10.0,1,174.089279
10.0,1,174.0898
10.0,1,174.090263
10.0,1,174.090716
10.0,1,174.094209
10.0,1,174.094742
10.0,1,174.095429
10.0,1,174.096084
10.0,1,174.10164
10.0,1,174.102258
10.0,1,174.103759
10.0,1,174.104318
10.0,1,174.10697
10.0,1,174.107482
10.0,1,174.107926
10.0,1,174.108363
10.0,1,174.112098
10.0,1,174.112828
10.0,1,174.114341
10.0,1,174.115685
10.0,1,174.120029
10.0,1,174.120707
10.0,1,174.121202
10.0,1,174.121682
10.0,1,174.124927
10.0,1,174.125433
10.0,1,174.12588
10.0,1,174.126331
10.0,1,174.130565
-3.0,1,174.13113
10.0,1,174.133336
10.0,1,174.134124
10.0,1,174.13764
10.0,1,174.13816
10.0,1,174.138619
10.0,1,174.139579
10.0,1,174.142377
10.0,1,174.142881
10.0,1,174.14314
10.0,1,174.143707
10.0,1,174.149923
10.0,1,174.150484
10.0,1,174.152741
10.0,1,174.153299
10.0,1,174.156096
10.0,1,174.156611
10.0,1,174.157054
10.0,1,174.15754
10.0,1,174.160342
10.0,1,174.160839
10.0,1,174.163483
10.0,1,174.164497
10.0,1,174.169362
10.0,1,174.169899
10.0,1,174.170369
10.0,1,174.17088
10.0,1,174.173908
10.0,1,174.174447
10.0,1,174.174894
10.0,1,174.175341
10.0,1,174.180985
10.0,1,174.182411
10.0,1,174.182985
10.0,1,174.183643
10.0,1,174.186839
10.0,1,174.187998
10.0,1,174.188568
10.0,1,174.189042
10.0,1,174.19165
10.0,1,174.192181
10.0,1,174.193547
10.0,1,174.194022
10.0,1,174.20208
10.0,1,174.203232
10.0,1,174.20397
10.0,1,174.204748
10.0,1,174.207472
10.0,1,174.20798
10.0,1,174.208463
10.0,1,174.208902
10.0,1,174.214067
10.0,1,174.215906
10.0,1,174.21678
10.0,1,174.217579
10.0,1,174.220892
10.0,1,174.221422
10.0,1,174.222073
10.0,1,174.222808
10.0,1,174.225627
10.0,1,174.226123
10.0,1,174.227974
10.0,1,174.229719
10.0,1,174.233494
10.0,1,174.234311
10.0,1,174.235264
10.0,1,174.236418
10.0,1,174.239389
10.0,1,174.239911
10.0,1,174.240379
10.0,1,174.240821
10.0,1,174.245643
10.0,1,174.248253
10.0,1,174.248866
10.0,1,174.249396
10.0,1,174.253027
10.0,1,174.253622
10.0,1,174.254458
10.0,1,174.254724
10.0,1,174.257362
10.0,1,174.257845
10.0,1,174.259156
10.0,1,174.259638
10.0,1,174.262418
10.0,1,174.263202
10.0,1,174.265859
10.0,1,174.266574
10.0,1,174.270023
10.0,1,174.270732
10.0,1,174.27144
10.0,1,174.271915
10.0,1,174.275681
10.0,1,174.276352
10.0,1,174.276867
10.0,1,174.277316
10.0,1,174.283212
10.0,1,174.283911
10.0,1,174.284787
10.0,1,174.285314
10.0,1,174.288477
10.0,1,174.288998
10.0,1,174.290399
10.0,1,174.290867
10.0,1,174.293372
10.0,1,174.293859
10.0,1,174.294315
10.0,1,174.294738
10.0,1,174.300926
10.0,1,174.301867
10.0,1,174.302422
10.0,1,174.302924
10.0,1,174.306866
10.0,1,174.307392
10.0,1,174.307839
10.0,1,174.309166
10.0,1,174.31245
10.0,1,174.313955
10.0,1,174.315678
10.0,1,174.316223
10.0,1,174.319675
10.0,1,174.3202
10.0,1,174.321672
10.0,1,174.322155
10.0,1,174.324748
10.0,1,174.325249
10.0,1,174.325678
10.0,1,174.326101
10.0,1,174.331966
10.0,1,174.332622
10.0,1,174.333619
10.0,1,174.334535
10.0,1,174.338721
10.0,1,174.339231
10.0,1,174.339679
10.0,1,174.340118
10.0,1,174.343595
10.0,1,174.344118
10.0,1,174.344566
-3.0,1,174.34478
10.0,1,174.350732
10.0,1,174.351628
