#{"t_start": 1743512949.6936781, "env_id": "None"}
r,l,t
10.0,1,65.274354
10.0,1,65.274823
10.0,1,65.275277
10.0,1,65.282481
10.0,1,65.283212
10.0,1,65.284942
10.0,1,65.285455
10.0,1,65.288236
10.0,1,65.288943
10.0,1,65.289484
10.0,1,65.289973
10.0,1,65.293778
10.0,1,65.29479
10.0,1,65.298661
10.0,1,65.299581
10.0,1,65.303925
10.0,1,65.304444
10.0,1,65.304906
10.0,1,65.305468
10.0,1,65.308828
10.0,1,65.309385
10.0,1,65.309875
10.0,1,65.310324
10.0,1,65.318185
10.0,1,65.318968
10.0,1,65.320832
10.0,1,65.321556
10.0,1,65.32581
10.0,1,65.32648
10.0,1,65.327059
10.0,1,65.327534
10.0,1,65.335471
10.0,1,65.336009
10.0,1,65.336465
10.0,1,65.336947
10.0,1,65.341626
10.0,1,65.342338
10.0,1,65.342989
10.0,1,65.343639
10.0,1,65.352355
10.0,1,65.352898
10.0,1,65.353359
10.0,1,65.35381
10.0,1,65.356511
10.0,1,65.357019
10.0,1,65.358391
10.0,1,65.358871
10.0,1,65.363508
10.0,1,65.365255
10.0,1,65.366103
10.0,1,65.366637
10.0,1,65.370484
10.0,1,65.371317
10.0,1,65.371994
10.0,1,65.372693
10.0,1,65.378155
10.0,1,65.381809
10.0,1,65.382475
10.0,1,65.383198
10.0,1,65.386626
10.0,1,65.387825
10.0,1,65.388603
10.0,1,65.389168
10.0,1,65.391832
10.0,1,65.392342
10.0,1,65.394116
10.0,1,65.395118
10.0,1,65.402457
10.0,1,65.402988
10.0,1,65.403443
10.0,1,65.40389
10.0,1,65.407169
10.0,1,65.407684
10.0,1,65.408137
10.0,1,65.408587
10.0,1,65.415631
10.0,1,65.416612
10.0,1,65.417272
10.0,1,65.41783
10.0,1,65.420595
10.0,1,65.421108
10.0,1,65.421565
10.0,1,65.422758
10.0,1,65.425947
10.0,1,65.426459
10.0,1,65.428349
10.0,1,65.42923
10.0,1,65.436185
10.0,1,65.436813
10.0,1,65.437356
10.0,1,65.437888
10.0,1,65.44221
10.0,1,65.442973
10.0,1,65.443686
10.0,1,65.444389
10.0,1,65.452997
10.0,1,65.453527
10.0,1,65.454025
10.0,1,65.45504
10.0,1,65.458062
10.0,1,65.458572
10.0,1,65.459156
10.0,1,65.459633
10.0,1,65.466546
10.0,1,65.467121
10.0,1,65.468762
10.0,1,65.469354
10.0,1,65.473338
10.0,1,65.474159
10.0,1,65.474681
10.0,1,65.475218
10.0,1,65.483747
10.0,1,65.484381
10.0,1,65.484923
10.0,1,65.485457
10.0,1,65.489525
10.0,1,65.490048
10.0,1,65.490508
10.0,1,65.490971
10.0,1,65.495955
10.0,1,65.500496
10.0,1,65.502895
10.0,1,65.503417
-3.0,1,65.506083
10.0,1,65.506634
10.0,1,65.508114
10.0,1,65.508597
10.0,1,65.511561
10.0,1,65.51549
10.0,1,65.516316
10.0,1,65.516858
10.0,1,65.520756
10.0,1,65.521597
10.0,1,65.522306
10.0,1,65.522884
10.0,1,65.527307
10.0,1,65.52834
10.0,1,65.532572
10.0,1,65.533148
10.0,1,65.536904
10.0,1,65.537819
10.0,1,65.538492
10.0,1,65.539213
10.0,1,65.543243
10.0,1,65.543984
10.0,1,65.549017
10.0,1,65.54975
10.0,1,65.553857
10.0,1,65.554376
10.0,1,65.554833
10.0,1,65.55534
10.0,1,65.558457
10.0,1,65.558972
10.0,1,65.559424
10.0,1,65.559875
10.0,1,65.568316
10.0,1,65.568953
10.0,1,65.569501
10.0,1,65.570038
10.0,1,65.573952
10.0,1,65.574485
10.0,1,65.574949
10.0,1,65.575401
10.0,1,65.578546
10.0,1,65.58197
10.0,1,65.584033
10.0,1,65.584629
10.0,1,65.5878
10.0,1,65.588306
10.0,1,65.588974
10.0,1,65.589995
10.0,1,65.593277
10.0,1,65.59401
10.0,1,65.597371
10.0,1,65.598905
10.0,1,65.602928
10.0,1,65.603437
10.0,1,65.603895
10.0,1,65.604342
10.0,1,65.607698
10.0,1,65.608214
10.0,1,65.608672
10.0,1,65.609123
10.0,1,65.615707
10.0,1,65.616316
10.0,1,65.617982
10.0,1,65.618733
10.0,1,65.622043
10.0,1,65.623271
10.0,1,65.624021
10.0,1,65.624676
10.0,1,65.628572
10.0,1,65.631912
10.0,1,65.632716
10.0,1,65.633502
10.0,1,65.637921
10.0,1,65.638437
10.0,1,65.63908
10.0,1,65.639643
10.0,1,65.643719
10.0,1,65.644447
10.0,1,65.648244
10.0,1,65.650221
10.0,1,65.653381
10.0,1,65.653891
10.0,1,65.655403
10.0,1,65.655967
10.0,1,65.658577
10.0,1,65.659086
10.0,1,65.659542
10.0,1,65.659989
10.0,1,65.666417
10.0,1,65.667031
10.0,1,65.667503
10.0,1,65.668499
10.0,1,65.673196
10.0,1,65.673715
10.0,1,65.674178
10.0,1,65.674631
10.0,1,65.681509
10.0,1,65.682274
10.0,1,65.682961
10.0,1,65.683699
10.0,1,65.687239
10.0,1,65.687756
10.0,1,65.68934
10.0,1,65.689843
10.0,1,65.692484
10.0,1,65.692992
10.0,1,65.693446
10.0,1,65.693895
10.0,1,65.701972
10.0,1,65.702749
10.0,1,65.70323
10.0,1,65.703684
10.0,1,65.707346
10.0,1,65.707941
10.0,1,65.708445
10.0,1,65.708903
10.0,1,65.716214
10.0,1,65.716752
10.0,1,65.717861
10.0,1,65.718666
10.0,1,65.722647
10.0,1,65.723264
10.0,1,65.724987
10.0,1,65.725571
10.0,1,65.732422
10.0,1,65.732988
10.0,1,65.733454
10.0,1,65.73405
10.0,1,65.737612
10.0,1,65.73818
10.0,1,65.738792
10.0,1,65.739334
10.0,1,65.743609
10.0,1,65.744206
10.0,1,65.747403
10.0,1,65.748692
10.0,1,65.752509
10.0,1,65.753368
10.0,1,65.753883
10.0,1,65.75434
10.0,1,65.757245
10.0,1,65.757771
10.0,1,65.759156
10.0,1,65.759642
10.0,1,65.766654
10.0,1,65.767205
10.0,1,65.767661
10.0,1,65.768119
10.0,1,65.771088
10.0,1,65.772119
10.0,1,65.772656
10.0,1,65.773125
10.0,1,65.777076
10.0,1,65.778146
10.0,1,65.778988
10.0,1,65.78303
10.0,1,65.786397
10.0,1,65.787005
10.0,1,65.787542
10.0,1,65.78844
10.0,1,65.791293
10.0,1,65.791805
10.0,1,65.79324
10.0,1,65.793739
10.0,1,65.801655
10.0,1,65.802297
10.0,1,65.80276
10.0,1,65.80321
10.0,1,65.806222
10.0,1,65.806736
10.0,1,65.80719
10.0,1,65.807638
10.0,1,65.811556
10.0,1,65.815513
10.0,1,65.816486
10.0,1,65.817114
10.0,1,65.820827
10.0,1,65.821824
10.0,1,65.822466
10.0,1,65.822951
10.0,1,65.826305
10.0,1,65.827058
10.0,1,65.831986
10.0,1,65.832643
10.0,1,65.836865
10.0,1,65.837492
10.0,1,65.838043
10.0,1,65.838582
10.0,1,65.842
10.0,1,65.842722
10.0,1,65.843248
10.0,1,65.843708
10.0,1,65.852774
10.0,1,65.853308
10.0,1,65.853764
10.0,1,65.854216
10.0,1,65.857463
10.0,1,65.857979
10.0,1,65.858433
10.0,1,65.858882
10.0,1,65.863983
10.0,1,65.865427
10.0,1,65.867161
10.0,1,65.867672
10.0,1,65.870425
10.0,1,65.870929
10.0,1,65.871386
10.0,1,65.871864
10.0,1,65.876132
10.0,1,65.876752
10.0,1,65.877307
10.0,1,65.881135
10.0,1,65.885979
10.0,1,65.886538
10.0,1,65.887002
10.0,1,65.88746
10.0,1,65.891123
10.0,1,65.891746
10.0,1,65.892408
10.0,1,65.893087
10.0,1,65.900878
10.0,1,65.901428
10.0,1,65.902902
10.0,1,65.90339
10.0,1,65.906151
10.0,1,65.906659
10.0,1,65.907114
10.0,1,65.907609
10.0,1,65.910756
10.0,1,65.911405
10.0,1,65.915481
10.0,1,65.916732
10.0,1,65.92098
10.0,1,65.921734
10.0,1,65.922337
10.0,1,65.923422
10.0,1,65.926852
10.0,1,65.927366
10.0,1,65.927907
10.0,1,65.931693
10.0,1,65.935726
10.0,1,65.93633
10.0,1,65.937778
10.0,1,65.938267
10.0,1,65.941547
10.0,1,65.942159
10.0,1,65.942706
10.0,1,65.943762
10.0,1,65.952151
10.0,1,65.952718
10.0,1,65.953183
10.0,1,65.953633
10.0,1,65.957308
10.0,1,65.957817
10.0,1,65.958271
10.0,1,65.95872
10.0,1,65.964807
10.0,1,65.965656
10.0,1,65.966157
10.0,1,65.966615
10.0,1,65.970399
10.0,1,65.971276
10.0,1,65.973146
10.0,1,65.97365
10.0,1,65.977233
10.0,1,65.980415
10.0,1,65.981589
10.0,1,65.982662
10.0,1,65.986469
10.0,1,65.987293
10.0,1,65.988002
10.0,1,65.988711
10.0,1,65.992372
10.0,1,65.992889
10.0,1,65.993348
10.0,1,65.993803
10.0,1,66.001648
10.0,1,66.00232
10.0,1,66.002908
10.0,1,66.003685
-3.0,1,66.006285
10.0,1,66.006837
10.0,1,66.008209
10.0,1,66.008687
10.0,1,66.011773
10.0,1,66.015127
10.0,1,66.016563
10.0,1,66.017134
10.0,1,66.02008
10.0,1,66.020597
10.0,1,66.021067
10.0,1,66.021519
10.0,1,66.026301
10.0,1,66.027064
10.0,1,66.029157
10.0,1,66.032021
10.0,1,66.037332
10.0,1,66.038002
10.0,1,66.038764
10.0,1,66.03948
10.0,1,66.04376
10.0,1,66.048383
10.0,1,66.051796
10.0,1,66.052519
10.0,1,66.055632
10.0,1,66.056407
10.0,1,66.0575
10.0,1,66.058294
10.0,1,66.067132
10.0,1,66.06792
10.0,1,66.068626
10.0,1,66.069325
10.0,1,66.075071
10.0,1,66.075838
10.0,1,66.077062
10.0,1,66.078274
10.0,1,66.086449
-3.0,1,66.086854
10.0,1,66.087576
10.0,1,66.088257
10.0,1,66.092265
10.0,1,66.093022
10.0,1,66.098661
10.0,1,66.100424
10.0,1,66.103907
10.0,1,66.104439
10.0,1,66.104909
10.0,1,66.105606
10.0,1,66.109861
10.0,1,66.110603
10.0,1,66.111382
10.0,1,66.115832
10.0,1,66.120936
10.0,1,66.121697
10.0,1,66.123107
10.0,1,66.123904
10.0,1,66.129987
10.0,1,66.13282
10.0,1,66.133726
10.0,1,66.134342
10.0,1,66.138034
10.0,1,66.139104
10.0,1,66.141311
10.0,1,66.141667
10.0,1,66.150917
10.0,1,66.15159
10.0,1,66.152159
10.0,1,66.152708
10.0,1,66.156857
10.0,1,66.157388
10.0,1,66.157855
10.0,1,66.158558
10.0,1,66.168576
10.0,1,66.169891
10.0,1,66.170557
10.0,1,66.171613
10.0,1,66.174671
10.0,1,66.175191
10.0,1,66.175651
10.0,1,66.176274
10.0,1,66.184299
10.0,1,66.184929
10.0,1,66.186671
10.0,1,66.187256
10.0,1,66.191031
10.0,1,66.191652
10.0,1,66.192791
10.0,1,66.193579
10.0,1,66.203888
10.0,1,66.204432
10.0,1,66.20489
10.0,1,66.20544
10.0,1,66.209116
10.0,1,66.209626
10.0,1,66.210087
10.0,1,66.210553
10.0,1,66.217212
10.0,1,66.217752
10.0,1,66.218217
10.0,1,66.219057
10.0,1,66.22308
10.0,1,66.223693
10.0,1,66.225471
10.0,1,66.226056
10.0,1,66.233413
10.0,1,66.233961
10.0,1,66.234428
10.0,1,66.234884
10.0,1,66.240537
10.0,1,66.241304
10.0,1,66.24202
10.0,1,66.242717
10.0,1,66.252417
10.0,1,66.252957
10.0,1,66.253415
10.0,1,66.253867
10.0,1,66.257015
10.0,1,66.257532
10.0,1,66.257987
10.0,1,66.258438
10.0,1,66.261351
10.0,1,66.264321
10.0,1,66.266454
10.0,1,66.266971
10.0,1,66.270542
10.0,1,66.271477
10.0,1,66.272314
10.0,1,66.272862
10.0,1,66.276059
10.0,1,66.276669
10.0,1,66.277239
10.0,1,66.281703
10.0,1,66.287017
10.0,1,66.287737
10.0,1,66.288818
10.0,1,66.289363
10.0,1,66.292286
10.0,1,66.292808
10.0,1,66.293273
10.0,1,66.293795
10.0,1,66.303233
10.0,1,66.303775
10.0,1,66.305224
10.0,1,66.30576
10.0,1,66.308374
10.0,1,66.308879
10.0,1,66.309337
10.0,1,66.309786
10.0,1,66.316267
10.0,1,66.316877
10.0,1,66.317377
10.0,1,66.318458
10.0,1,66.322693
10.0,1,66.323461
10.0,1,66.324157
10.0,1,66.324792
10.0,1,66.333076
10.0,1,66.333618
10.0,1,66.334081
10.0,1,66.334548
10.0,1,66.337354
10.0,1,66.337866
10.0,1,66.33966
10.0,1,66.340263
10.0,1,66.343447
10.0,1,66.344046
10.0,1,66.347644
10.0,1,66.348643
10.0,1,66.352659
10.0,1,66.353175
10.0,1,66.353631
10.0,1,66.354082
10.0,1,66.357892
10.0,1,66.358404
10.0,1,66.358863
10.0,1,66.35931
10.0,1,66.366661
10.0,1,66.367191
10.0,1,66.367647
10.0,1,66.3681
10.0,1,66.370779
10.0,1,66.371279
10.0,1,66.37294
10.0,1,66.37385
10.0,1,66.377062
10.0,1,66.378004
10.0,1,66.381463
10.0,1,66.382249
10.0,1,66.386132
10.0,1,66.387126
10.0,1,66.387883
10.0,1,66.388588
10.0,1,66.393301
10.0,1,66.394063
10.0,1,66.395082
10.0,1,66.398857
10.0,1,66.40236
10.0,1,66.402878
10.0,1,66.403334
10.0,1,66.403785
10.0,1,66.406794
10.0,1,66.407316
10.0,1,66.408771
10.0,1,66.409253
10.0,1,66.416813
10.0,1,66.417371
10.0,1,66.417929
10.0,1,66.418624
10.0,1,66.422945
10.0,1,66.424069
10.0,1,66.425329
10.0,1,66.426415
10.0,1,66.436756
10.0,1,66.437393
10.0,1,66.437942
10.0,1,66.438481
10.0,1,66.442526
10.0,1,66.443148
10.0,1,66.44369
10.0,1,66.444277
10.0,1,66.451646
10.0,1,66.452262
10.0,1,66.453764
10.0,1,66.454273
10.0,1,66.457025
10.0,1,66.457534
10.0,1,66.457986
10.0,1,66.458436
10.0,1,66.464274
10.0,1,66.465538
10.0,1,66.466229
10.0,1,66.466794
10.0,1,66.47127
10.0,1,66.471884
10.0,1,66.472494
10.0,1,66.473042
10.0,1,66.477461
10.0,1,66.481272
10.0,1,66.482521
10.0,1,66.483369
10.0,1,66.487158
10.0,1,66.487677
10.0,1,66.489477
10.0,1,66.490227
10.0,1,66.493276
10.0,1,66.493786
10.0,1,66.494458
10.0,1,66.498004
10.0,1,66.504555
10.0,1,66.505078
10.0,1,66.505679
10.0,1,66.506154
10.0,1,66.509756
10.0,1,66.510262
10.0,1,66.510717
10.0,1,66.513508
10.0,1,66.519237
10.0,1,66.519863
10.0,1,66.520444
10.0,1,66.521149
10.0,1,66.524137
10.0,1,66.524654
10.0,1,66.526301
10.0,1,66.526896
10.0,1,66.534757
10.0,1,66.535301
10.0,1,66.535771
10.0,1,66.536226
10.0,1,66.539731
10.0,1,66.540252
10.0,1,66.540718
10.0,1,66.541171
10.0,1,66.549041
10.0,1,66.549634
10.0,1,66.550326
10.0,1,66.55104
10.0,1,66.554422
10.0,1,66.55495
10.0,1,66.555476
10.0,1,66.555943
10.0,1,66.558569
10.0,1,66.559068
10.0,1,66.560511
10.0,1,66.561096
10.0,1,66.568356
10.0,1,66.568889
10.0,1,66.56935
10.0,1,66.569801
10.0,1,66.573534
10.0,1,66.5743
10.0,1,66.574981
10.0,1,66.57567
10.0,1,66.584707
10.0,1,66.585364
10.0,1,66.586034
10.0,1,66.586737
10.0,1,66.591057
10.0,1,66.591815
10.0,1,66.592521
10.0,1,66.593215
10.0,1,66.600609
10.0,1,66.601151
10.0,1,66.602623
10.0,1,66.603206
10.0,1,66.606322
10.0,1,66.606835
10.0,1,66.607824
10.0,1,66.608348
10.0,1,66.611325
10.0,1,66.615818
10.0,1,66.61649
10.0,1,66.616981
10.0,1,66.621421
10.0,1,66.622031
10.0,1,66.622739
10.0,1,66.623439
10.0,1,66.627221
10.0,1,66.627923
10.0,1,66.632821
10.0,1,66.633555
10.0,1,66.637182
10.0,1,66.637943
10.0,1,66.63988
10.0,1,66.640613
10.0,1,66.646737
10.0,1,66.648713
10.0,1,66.649819
10.0,1,66.650928
10.0,1,66.654108
10.0,1,66.654619
10.0,1,66.655075
10.0,1,66.655661
10.0,1,66.65921
10.0,1,66.659716
10.0,1,66.660168
10.0,1,66.660619
10.0,1,66.667234
10.0,1,66.667764
10.0,1,66.6684
10.0,1,66.669346
10.0,1,66.673072
10.0,1,66.673834
10.0,1,66.675751
10.0,1,66.676462
10.0,1,66.684098
10.0,1,66.684741
10.0,1,66.685295
10.0,1,66.685834
10.0,1,66.689587
10.0,1,66.690108
10.0,1,66.69057
10.0,1,66.691026
10.0,1,66.699393
10.0,1,66.700033
10.0,1,66.700613
10.0,1,66.701163
10.0,1,66.703992
10.0,1,66.704636
10.0,1,66.70543
10.0,1,66.705969
10.0,1,66.708665
10.0,1,66.709165
10.0,1,66.710538
10.0,1,66.711129
10.0,1,66.718444
10.0,1,66.719184
10.0,1,66.719816
10.0,1,66.72038
10.0,1,66.724228
10.0,1,66.724967
10.0,1,66.725677
10.0,1,66.72636
10.0,1,66.73602
10.0,1,66.736588
10.0,1,66.737057
10.0,1,66.737517
10.0,1,66.741482
10.0,1,66.742031
10.0,1,66.742499
10.0,1,66.742951
10.0,1,66.750843
10.0,1,66.751484
5.0,1,66.752628
10.0,1,66.753154
10.0,1,66.75591
10.0,1,66.756417
10.0,1,66.756869
10.0,1,66.75732
10.0,1,66.760688
10.0,1,66.761712
10.0,1,66.765292
10.0,1,66.765896
10.0,1,66.76975
10.0,1,66.770276
10.0,1,66.770743
10.0,1,66.771203
10.0,1,66.774999
10.0,1,66.775653
10.0,1,66.776198
10.0,1,66.776732
10.0,1,66.7848
10.0,1,66.785352
10.0,1,66.787025
10.0,1,66.787602
10.0,1,66.791293
10.0,1,66.791818
10.0,1,66.79231
10.0,1,66.793501
10.0,1,66.801502
10.0,1,66.8021
10.0,1,66.802564
10.0,1,66.803017
10.0,1,66.806768
10.0,1,66.807301
10.0,1,66.80776
10.0,1,66.808208
10.0,1,66.813994
10.0,1,66.815323
10.0,1,66.815963
10.0,1,66.816629
10.0,1,66.820501
10.0,1,66.82102
10.0,1,66.822603
10.0,1,66.823111
10.0,1,66.826533
10.0,1,66.827201
10.0,1,66.831088
10.0,1,66.832022
10.0,1,66.836258
10.0,1,66.836987
10.0,1,66.837657
10.0,1,66.838131
10.0,1,66.843419
10.0,1,66.844419
10.0,1,66.847377
10.0,1,66.848561
10.0,1,66.852023
10.0,1,66.852546
10.0,1,66.853006
10.0,1,66.853455
10.0,1,66.856128
10.0,1,66.85663
10.0,1,66.858043
10.0,1,66.858533
10.0,1,66.861343
10.0,1,66.865224
10.0,1,66.865904
10.0,1,66.866512
10.0,1,66.870107
10.0,1,66.871084
10.0,1,66.871843
10.0,1,66.872513
10.0,1,66.876399
10.0,1,66.876918
10.0,1,66.877379
10.0,1,66.881679
10.0,1,66.885196
10.0,1,66.885806
10.0,1,66.886349
10.0,1,66.887269
10.0,1,66.890605
10.0,1,66.89113
10.0,1,66.892858
10.0,1,66.89345
10.0,1,66.901529
10.0,1,66.902143
10.0,1,66.902605
10.0,1,66.903055
10.0,1,66.906208
10.0,1,66.906724
10.0,1,66.907178
10.0,1,66.907628
10.0,1,66.911296
10.0,1,66.91633
10.0,1,66.917164
10.0,1,66.917688
10.0,1,66.920507
10.0,1,66.921468
-3.0,1,66.921979
10.0,1,66.922765
10.0,1,66.926909
10.0,1,66.927547
10.0,1,66.932816
10.0,1,66.933508
10.0,1,66.936569
10.0,1,66.937849
10.0,1,66.93864
10.0,1,66.939567
10.0,1,66.943953
10.0,1,66.947293
10.0,1,66.949003
10.0,1,66.949782
10.0,1,66.953717
10.0,1,66.954224
10.0,1,66.954678
10.0,1,66.955124
10.0,1,66.95839
10.0,1,66.959044
10.0,1,66.959546
10.0,1,66.960008
10.0,1,66.966957
10.0,1,66.967489
10.0,1,66.969126
10.0,1,66.969714
10.0,1,66.973293
10.0,1,66.973909
10.0,1,66.974495
10.0,1,66.975684
10.0,1,66.983309
10.0,1,66.983965
10.0,1,66.984518
10.0,1,66.985068
10.0,1,66.989728
10.0,1,66.990454
10.0,1,66.991593
10.0,1,66.992399
10.0,1,67.000148
10.0,1,67.000947
10.0,1,67.00166
10.0,1,67.002246
10.0,1,67.004926
10.0,1,67.005479
10.0,1,67.006941
10.0,1,67.007423
10.0,1,67.010008
10.0,1,67.010503
10.0,1,67.011319
10.0,1,67.014853
10.0,1,67.018115
10.0,1,67.019168
10.0,1,67.019928
10.0,1,67.020634
10.0,1,67.025189
10.0,1,67.025798
10.0,1,67.026339
10.0,1,67.026868
10.0,1,67.034651
10.0,1,67.035593
10.0,1,67.036405
10.0,1,67.037154
10.0,1,67.041274
10.0,1,67.041995
10.0,1,67.04361
10.0,1,67.044201
10.0,1,67.052409
10.0,1,67.052943
10.0,1,67.0534
10.0,1,67.053852
10.0,1,67.056978
10.0,1,67.0575
10.0,1,67.057959
10.0,1,67.058411
10.0,1,67.066664
10.0,1,67.067212
10.0,1,67.067673
10.0,1,67.06814
10.0,1,67.070899
10.0,1,67.07152
10.0,1,67.072757
10.0,1,67.073498
10.0,1,67.077832
10.0,1,67.078973
10.0,1,67.083583
10.0,1,67.084118
10.0,1,67.086936
10.0,1,67.088002
10.0,1,67.089004
10.0,1,67.089648
10.0,1,67.092821
10.0,1,67.093423
10.0,1,67.190451
10.0,1,67.191175
10.0,1,67.228733
10.0,1,67.22961
10.0,1,67.230588
10.0,1,67.239804
10.0,1,67.264155
10.0,1,67.264704
10.0,1,67.265317
10.0,1,67.26594
10.0,1,67.268831
10.0,1,67.269348
10.0,1,67.270853
10.0,1,67.27138
10.0,1,67.274712
10.0,1,67.275984
10.0,1,67.276723
10.0,1,67.277403
10.0,1,67.284731
10.0,1,67.285506
10.0,1,67.286199
10.0,1,67.2869
10.0,1,67.2919
10.0,1,67.29242
10.0,1,67.293447
10.0,1,67.294165
10.0,1,67.302511
10.0,1,67.303082
10.0,1,67.303545
10.0,1,67.304001
10.0,1,67.306779
10.0,1,67.30728
10.0,1,67.30875
10.0,1,67.309246
10.0,1,67.315203
10.0,1,67.315807
10.0,1,67.316375
10.0,1,67.316845
10.0,1,67.319868
10.0,1,67.320722
10.0,1,67.321532
10.0,1,67.322228
10.0,1,67.326128
10.0,1,67.326653
10.0,1,67.327122
10.0,1,67.327341
10.0,1,67.335146
10.0,1,67.33569
10.0,1,67.336159
10.0,1,67.336617
10.0,1,67.340367
10.0,1,67.34098
10.0,1,67.342724
10.0,1,67.343321
10.0,1,67.351195
10.0,1,67.351742
10.0,1,67.352207
10.0,1,67.352658
10.0,1,67.35576
10.0,1,67.356288
10.0,1,67.356747
10.0,1,67.357194
10.0,1,67.360847
10.0,1,67.361399
10.0,1,67.365589
10.0,1,67.366326
10.0,1,67.369715
10.0,1,67.370337
10.0,1,67.371026
10.0,1,67.371985
10.0,1,67.374856
10.0,1,67.375379
10.0,1,67.377063
10.0,1,67.37776
10.0,1,67.385803
10.0,1,67.386443
10.0,1,67.386986
10.0,1,67.387603
10.0,1,67.391129
10.0,1,67.391651
10.0,1,67.392111
10.0,1,67.392566
10.0,1,67.40203
10.0,1,67.402574
10.0,1,67.403037
10.0,1,67.40349
10.0,1,67.406608
10.0,1,67.407128
10.0,1,67.407583
10.0,1,67.408034
10.0,1,67.410651
10.0,1,67.411265
10.0,1,67.415978
10.0,1,67.416612
10.0,1,67.420718
10.0,1,67.421509
10.0,1,67.422311
10.0,1,67.423074
10.0,1,67.429392
10.0,1,67.431568
10.0,1,67.432326
10.0,1,67.432963
10.0,1,67.438242
10.0,1,67.439583
10.0,1,67.440216
10.0,1,67.440766
10.0,1,67.44399
10.0,1,67.448659
10.0,1,67.449624
10.0,1,67.450266
10.0,1,67.453528
10.0,1,67.45406
10.0,1,67.455584
10.0,1,67.456082
10.0,1,67.458699
10.0,1,67.459192
10.0,1,67.459643
10.0,1,67.460614
10.0,1,67.468441
10.0,1,67.469295
10.0,1,67.470053
10.0,1,67.47075
10.0,1,67.476076
10.0,1,67.476747
10.0,1,67.478004
10.0,1,67.482013
10.0,1,67.486265
10.0,1,67.486922
10.0,1,67.487524
10.0,1,67.488187
10.0,1,67.491605
10.0,1,67.492184
10.0,1,67.493885
10.0,1,67.494615
10.0,1,67.503497
10.0,1,67.504049
10.0,1,67.504453
10.0,1,67.504835
10.0,1,67.507778
10.0,1,67.508227
10.0,1,67.508612
10.0,1,67.508991
10.0,1,67.515418
10.0,1,67.516392
-3.0,1,67.516635
10.0,1,67.517058
10.0,1,67.520796
10.0,1,67.521244
10.0,1,67.521639
10.0,1,67.522533
10.0,1,67.525683
10.0,1,67.526308
10.0,1,67.530528
10.0,1,67.531574
10.0,1,67.537279
10.0,1,67.538018
10.0,1,67.539411
10.0,1,67.540404
10.0,1,67.546733
10.0,1,67.548561
10.0,1,67.549328
10.0,1,67.550015
10.0,1,67.554318
10.0,1,67.554833
10.0,1,67.555419
10.0,1,67.555938
10.0,1,67.559255
10.0,1,67.559768
10.0,1,67.560229
10.0,1,67.5607
10.0,1,67.568526
10.0,1,67.569228
10.0,1,67.571232
10.0,1,67.572063
10.0,1,67.576319
10.0,1,67.577081
10.0,1,67.577849
10.0,1,67.582391
10.0,1,67.589995
10.0,1,67.590671
10.0,1,67.59141
10.0,1,67.592121
10.0,1,67.601861
10.0,1,67.603305
10.0,1,67.603779
10.0,1,67.604241
10.0,1,67.607559
10.0,1,67.608085
10.0,1,67.608546
10.0,1,67.609001
10.0,1,67.615786
10.0,1,67.616407
10.0,1,67.618186
10.0,1,67.618927
10.0,1,67.623763
10.0,1,67.624533
10.0,1,67.625183
10.0,1,67.625915
10.0,1,67.634407
10.0,1,67.635235
10.0,1,67.635891
10.0,1,67.636619
10.0,1,67.642195
10.0,1,67.643458
10.0,1,67.646793
10.0,1,67.648671
10.0,1,67.652837
10.0,1,67.653352
10.0,1,67.653812
10.0,1,67.654269
10.0,1,67.656898
10.0,1,67.657426
10.0,1,67.658856
10.0,1,67.659346
10.0,1,67.666174
10.0,1,67.666763
10.0,1,67.667236
10.0,1,67.667735
10.0,1,67.673856
10.0,1,67.674663
10.0,1,67.67538
10.0,1,67.675975
10.0,1,67.68558
10.0,1,67.686241
10.0,1,67.68682
10.0,1,67.687298
10.0,1,67.691334
10.0,1,67.692141
10.0,1,67.692873
10.0,1,67.693585
10.0,1,67.701757
10.0,1,67.702392
10.0,1,67.703913
10.0,1,67.704408
10.0,1,67.707231
10.0,1,67.707752
10.0,1,67.708216
10.0,1,67.708671
10.0,1,67.715828
10.0,1,67.716757
10.0,1,67.717459
10.0,1,67.718109
10.0,1,67.722879
10.0,1,67.723658
10.0,1,67.724369
10.0,1,67.725761
10.0,1,67.733896
10.0,1,67.734711
10.0,1,67.735423
10.0,1,67.736139
10.0,1,67.740428
10.0,1,67.741206
10.0,1,67.743087
10.0,1,67.743682
10.0,1,67.751373
10.0,1,67.752019
10.0,1,67.752495
10.0,1,67.752955
10.0,1,67.756139
10.0,1,67.756666
10.0,1,67.757126
10.0,1,67.75758
10.0,1,67.765075
10.0,1,67.765909
10.0,1,67.766395
10.0,1,67.766855
10.0,1,67.770627
10.0,1,67.771446
10.0,1,67.772205
10.0,1,67.772965
10.0,1,67.777054
10.0,1,67.777941
10.0,1,67.783412
10.0,1,67.784047
